SMILES,NAME,FILTER,MW,LogP,HBD,HBA,TPSA,Rot
CN1CCN(c2nc3c(c(=O)[nH]c(=O)n3C)n2CCO)CC1,ZINC000000189476,Filter82_pyridinium > 0,308.3420000000001,-1.832599999999998,2,8,99.39,3
Cn1c2nc(N3CCCCC3)n(CC(N)=O)c2c(=O)[nH]c1=O,ZINC000000192114,Filter82_pyridinium > 0,306.326,-1.1010999999999977,2,7,119.00999999999999,3
CC(C)OC[C@H](O)Cn1c(NN)nc2c1c(=O)[nH]c(=O)n2C,ZINC000000237787,Filter20_hydrazine > 0,312.33000000000004,-1.5051999999999983,4,9,140.19,6
CC(C)OC[C@@H](O)Cn1c(NN)nc2c1c(=O)[nH]c(=O)n2C,ZINC000000237789,Filter20_hydrazine > 0,312.33000000000004,-1.5051999999999983,4,9,140.19,6
Cn1c2nc(Br)n(C[C@H](O)CO)c2c(=O)[nH]c1=O,ZINC000000282225,Filter82_pyridinium > 0,319.11500000000007,-1.461,3,7,113.13999999999999,3
Cn1c2nc(Br)n(C[C@@H](O)CO)c2c(=O)[nH]c1=O,ZINC000000282227,Filter82_pyridinium > 0,319.11500000000007,-1.461,3,7,113.13999999999999,3
Cn1c2ncn(CC(=O)Nc3ncccn3)c2c(=O)n(C)c1=O,ZINC000000286819,Filter82_pyridinium > 0,315.2930000000001,-1.1375999999999995,1,9,116.70000000000002,3
Cn1c2nc(N3CCNCC3)n(CC(N)=O)c2c(=O)n(C)c1=O,ZINC000000287536,Filter82_pyridinium > 0,321.34100000000007,-2.6713999999999976,2,9,120.18,3
CN1CCN(c2nc3c(c(=O)[nH]c(=O)n3C)n2CC(N)=O)CC1,ZINC000000287539,Filter82_pyridinium > 0,321.3410000000001,-2.3395999999999972,2,8,122.25,3
Cn1c2c(c(=O)[nH]c1=O)[C@]1(O)C(=O)c3ccccc3[C@@]1(O)N2,ZINC000000298309,Filter82_pyridinium > 0,301.25800000000004,-1.2717000000000012,4,7,124.42,0
Cn1c2c(c(=O)[nH]c1=O)[C@]1(O)C(=O)c3ccccc3[C@]1(O)N2,ZINC000000298310,Filter82_pyridinium > 0,301.25800000000004,-1.2717000000000012,4,7,124.42,0
Cn1c2c(c(=O)[nH]c1=O)[C@@]1(O)C(=O)c3ccccc3[C@@]1(O)N2,ZINC000000298311,Filter82_pyridinium > 0,301.25800000000004,-1.2717000000000012,4,7,124.42,0
Cn1c2c(c(=O)[nH]c1=O)[C@@]1(O)C(=O)c3ccccc3[C@]1(O)N2,ZINC000000298313,Filter82_pyridinium > 0,301.25800000000004,-1.2717000000000012,4,7,124.42,0
Cn1c(=O)n(CC(=O)NC(C)(C)C)c2c1c(=O)n(C)c(=O)n2C,ZINC000000316831,Filter82_pyridinium > 0,323.35300000000007,-1.3478999999999979,1,8,100.03,2
Cn1c2nc(N3CCOCC3)n(CC(N)=O)c2c(=O)[nH]c1=O,ZINC000000369868,Filter82_pyridinium > 0,308.298,-2.2547999999999977,2,8,128.23999999999998,3
COC(=O)Cn1c(N2CCOCC2)nc2c1c(=O)[nH]c(=O)n2C,ZINC000000380543,Filter82_pyridinium > 0,323.309,-1.567099999999998,1,9,111.44999999999999,3
COc1cc(C=O)ccc1O[C@H]1O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]1O,ZINC000000488469,Filter38_aldehyde > 0,314.28999999999996,-1.3136000000000005,4,8,125.68000000000002,5
CN(C)c1nc2c(ncnc2N)n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,ZINC000000519310,OK,310.31399999999996,-1.9139999999999988,4,10,142.78000000000003,3
Cn1c2ncn(CC(=O)NC[C@H]3CCCO3)c2c(=O)n(C)c1=O,ZINC000000535090,Filter82_pyridinium > 0,321.33700000000005,-1.2710999999999983,1,8,100.15,4
Cn1c2ncn(CC(=O)NC[C@@H]3CCCO3)c2c(=O)n(C)c1=O,ZINC000000535091,Filter82_pyridinium > 0,321.33700000000005,-1.2710999999999983,1,8,100.15,4
CCOC(=O)Cn1nnc(-c2nnn(CC(=O)OCC)n2)n1,ZINC000000997152,OK,310.27400000000006,-1.5471999999999984,0,12,139.8,7
COC(=O)/C=C/c1cn([C@@H]2OC[C@@H](CO)[C@H]2O)c(=O)[nH]c1=O,ZINC000001045412,Filter44_michael_acceptor2 > 0,312.278,-1.7789999999999992,3,8,130.85,4
O=S(=O)(CS(=O)(=O)N1CCOCC1)N1CCOCC1,ZINC000001049009,OK,314.3850000000001,-1.732099999999997,0,6,93.22,4
COc1cc(C=O)ccc1O[C@@H]1O[C@@H](CO)[C@@H](O)[C@@H](O)[C@H]1O,ZINC000001074260,Filter38_aldehyde > 0,314.28999999999996,-1.3136000000000005,4,8,125.68000000000002,5
O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cc1Br,ZINC000001081233,Filter82_pyridinium > 0,323.099,-2.0893999999999995,4,7,124.78000000000002,2
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1Br,ZINC000001081243,Filter82_pyridinium > 0,307.1,-1.0602,3,6,104.55000000000001,2
O=S(=O)([C@@H]1CCS(=O)(=O)C1)[C@@H]1CCS(=O)(=O)C1,ZINC000001091109,OK,302.39500000000004,-1.2245999999999986,0,6,102.41999999999999,2
CN1CCN(c2nc3c(N)ncn(C[C@@H](O)CO)c-3n2)CC1,ZINC000001198032,Filter82_pyridinium > 0,307.35800000000006,-1.5348999999999986,3,9,116.56,4
O=S(=O)(N[C@H]1CCS(=O)(=O)C1)[C@@H]1CCS(=O)(=O)C1,ZINC000001225514,OK,317.41,-1.7199999999999978,1,6,114.44999999999999,3
O=S(=O)(N[C@@H]1CCS(=O)(=O)C1)[C@@H]1CCS(=O)(=O)C1,ZINC000001225515,OK,317.41,-1.7199999999999978,1,6,114.44999999999999,3
CN1C(=O)N[C@H]2[C@@H]1N(S(C)(=O)=O)CCN2S(C)(=O)=O,ZINC000001229468,OK,312.373,-2.1695999999999973,1,5,107.1,2
CS(=O)(=O)N1CCN(S(C)(=O)=O)[C@@H]2OCCO[C@H]21,ZINC000001231732,OK,300.35800000000006,-1.777799999999996,0,6,93.22000000000001,2
O=S1(=O)CC[C@@H](NC(=S)N[C@@H]2CCS(=O)(=O)C2)C1,ZINC000001232783,OK,312.4380000000001,-1.175299999999999,2,5,92.34,2
Cn1c2nc(N3CCCCC3)n(C[C@H](O)CO)c2c(=O)[nH]c1=O,ZINC000001279220,Filter82_pyridinium > 0,323.35300000000007,-1.2331999999999985,3,8,116.38,4
Cn1c(NC(CO)(CO)CO)nc2c1c(=O)n(C)c(=O)n2C,ZINC000001314943,Filter82_pyridinium > 0,313.314,-2.901699999999998,4,10,134.54000000000002,5
CN(C)CCn1c(=O)c2c(ncn2C[C@H](O)CO)n(C)c1=O,ZINC000001321569,Filter82_pyridinium > 0,311.34200000000004,-2.1884999999999977,2,9,105.52000000000001,6
CN(C)CCn1c(=O)c2c(ncn2C[C@@H](O)CO)n(C)c1=O,ZINC000001321570,Filter82_pyridinium > 0,311.34200000000004,-2.1884999999999977,2,9,105.52000000000001,6
CCOC(=O)NC(=O)c1cn(N2CCOCC2)c(=O)[nH]c1=O,ZINC000001397126,OK,312.282,-1.608899999999998,2,8,122.72999999999999,3
Cn1cc(-c2c(Cl)n(C)c(=O)n(C)c2=O)c(=O)n(C)c1=O,ZINC000001402289,Filter82_pyridinium > 0,312.713,-1.1981999999999988,0,8,88.0,1
COc1cc(C=O)ccc1O[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O,ZINC000001448966,Filter38_aldehyde > 0,314.28999999999996,-1.3136000000000005,4,8,125.68000000000002,5
COC(=O)c1ccccc1O[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O,ZINC000001448969,OK,314.28999999999996,-1.3481000000000005,4,8,125.68000000000002,4
Cn1c2nc(-[n+]3cccc(C(=O)O)c3)[nH]c2c(=O)n(C)c1=O,ZINC000001498451,Filter82_pyridinium > 0,302.27000000000004,-1.064799999999999,2,6,113.85999999999999,2
C[C@H](NC(=O)[C@H](C)NC(=O)[C@@H](N)CC[P@](C)(=O)O)C(=O)O,ZINC000001530428,OK,323.286,-1.3019999999999978,5,5,158.82,8
CSC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O,ZINC000001532230,OK,321.355,-1.7728999999999964,5,6,158.82,10
CC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)O,ZINC000001532510,OK,304.255,-1.5999999999999988,5,5,170.09999999999997,9
CC(=O)N[C@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)O,ZINC000001532511,OK,304.255,-1.5999999999999988,5,5,170.09999999999997,9
CC(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](CCC(=O)O)C(=O)O,ZINC000001532512,OK,304.255,-1.5999999999999988,5,5,170.09999999999997,9
CC(=O)N[C@H](CC(=O)O)C(=O)N[C@H](CCC(=O)O)C(=O)O,ZINC000001532513,OK,304.255,-1.5999999999999988,5,5,170.09999999999997,9
Nc1ccn([C@@H]2C[C@@H](O)[C@H](COP(=O)(O)O)O2)c(=O)n1,ZINC000001532581,Filter82_pyridinium > 0,307.199,-1.4168,4,8,157.13,4
O=c1ccn([C@@H]2C[C@@H](O)[C@H](COP(=O)(O)O)O2)c(=O)[nH]1,ZINC000001532629,Filter82_pyridinium > 0,308.183,-1.7056999999999998,4,7,151.08,4
O=c1ccc2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc2o1,ZINC000001559620,Filter14_thio_oxopyrylium_salt > 0,324.2850000000001,-1.0283000000000009,4,8,129.59000000000003,3
CC(C)C[C@H](NC(=O)CN)C(=O)NCC(=O)NCC(=O)O,ZINC000001576021,OK,302.331,-2.2069999999999963,5,5,150.61999999999998,9
COCCCNC(=O)[C@@H]1C(=O)C(=O)N(CCCOC)C1=O,ZINC000001617448,Filter41_12_dicarbonyl > 0,300.31100000000004,-1.2702999999999984,1,6,102.00999999999999,9
Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)c(=O)[nH]c1=O,ZINC000001678872,Filter82_pyridinium > 0,322.21000000000004,-1.3972800000000003,4,7,151.07999999999998,4
OCN(CO)c1nc(N(CO)CO)nc(N(CO)CO)n1,ZINC000001708610,OK,306.279,-4.010399999999999,6,12,169.76999999999998,9
CCOC(=O)CS(=O)(=O)CS(=O)(=O)CC(=O)OCC,ZINC000001711498,OK,316.35300000000007,-1.100299999999998,0,8,120.88000000000001,8
O=C(O)CN(CCCN(CC(=O)O)CC(=O)O)CC(=O)O,ZINC000001769289,OK,306.2710000000001,-1.6810999999999965,4,6,155.68,12
Nc1ccn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]2O)c(=O)n1,ZINC000001785780,Filter82_pyridinium > 0,323.19800000000004,-2.446,5,9,177.36,4
CN(C)c1nc(N(C)C)nc(N2CC(=O)N(CC(=O)O)C2=N)n1,ZINC000001832361,OK,322.329,-1.328429999999997,2,8,129.85000000000002,5
COC(=O)CN1C(=O)CN(c2nc(OC)nc(N(C)C)n2)C1=N,ZINC000001871479,OK,323.31300000000005,-1.2974299999999976,1,9,124.84,5
COc1nc(N(C)C)nc(N2CC(=O)N(CC(=O)O)C2=N)n1,ZINC000001897055,OK,309.286,-1.385829999999998,2,8,135.84000000000003,5
O=c1ccn([C@H]2O[C@@H](COP(=O)(O)O)[C@H](O)[C@H]2O)c(=O)[nH]1,ZINC000002026984,Filter82_pyridinium > 0,324.182,-2.7349,5,8,171.31,4
CSCC[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)O,ZINC000002047344,OK,307.37200000000007,-1.8667999999999965,5,6,141.75,9
CN(C)CCCNC(=O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,ZINC000002063415,Filter82_pyridinium > 0,322.3690000000001,-1.4983999999999968,1,8,94.16,6
COCCn1c(N2CCOCC2)nc2c1c(=O)[nH]c(=O)n2C,ZINC000002072250,Filter82_pyridinium > 0,309.326,-1.093699999999998,1,8,94.38,4
O=c1ccn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1,ZINC000002123545,Filter82_pyridinium > 0,324.182,-2.7349,5,8,171.31,4
O=C(O)[C@@H]1O[C@H](Oc2ccc([N+](=O)[O-])cc2)[C@@H](O)[C@H](O)[C@H]1O,ZINC000002151308,OK,315.23400000000004,-1.1342000000000005,4,8,159.59,4
Nc1nonc1NC(=O)CSCC(=O)Nc1nonc1N,ZINC000002186186,OK,314.28700000000003,-1.0726000000000002,4,11,188.07999999999996,6
NS(=O)(=O)c1ccc(NC(=O)C(=O)NCCC(=O)O)cc1,ZINC000002272786,Filter41_12_dicarbonyl > 0,315.307,-1.1365999999999998,4,5,155.65999999999997,5
COCCn1c(SCC(N)=O)nc2c1c(=O)[nH]c(=O)n2C,ZINC000002274799,Filter82_pyridinium > 0,313.33900000000006,-1.3528999999999989,2,8,125.0,6
CC(=O)O[C@H](C(=O)O)[C@H](OC(C)=O)C(=O)N1CCOCC1,ZINC000002296674,OK,303.2670000000001,-1.2067999999999992,1,7,119.44,5
CC(=O)O[C@@H](C(=O)N1CCOCC1)[C@H](OC(C)=O)C(=O)O,ZINC000002296675,OK,303.267,-1.2067999999999979,1,7,119.44000000000001,5
CC(=O)O[C@@H](C(=O)O)[C@H](OC(C)=O)C(=O)N1CCOCC1,ZINC000002296676,OK,303.2670000000001,-1.2067999999999992,1,7,119.44,5
CC(=O)O[C@@H](C(=O)O)[C@@H](OC(C)=O)C(=O)N1CCOCC1,ZINC000002296677,OK,303.2670000000001,-1.2067999999999992,1,7,119.44,5
O=C(NCCNC(=O)c1ccc(O)nn1)c1ccc(O)nn1,ZINC000002315605,OK,304.2660000000001,-1.1624000000000008,4,8,150.22000000000003,5
O=C(O)CNc1nc(NCC(=O)O)nc(N2CCOCC2)n1,ZINC000002316003,OK,312.28600000000006,-1.2987999999999995,4,9,149.8,7
CC(=O)N1C(=O)N([N+](=O)[O-])[C@H]2[C@@H]1N([N+](=O)[O-])C(=O)N2C(C)=O,ZINC000002352469,OK,316.1860000000001,-1.409799999999999,0,8,167.52,2
CC(=O)N1C(=O)N([N+](=O)[O-])[C@@H]2[C@H]1N([N+](=O)[O-])C(=O)N2C(C)=O,ZINC000002352471,OK,316.1860000000001,-1.409799999999999,0,8,167.52,2
NC(=O)COn1c(SCC(N)=O)nc2ccccc2c1=O,ZINC000002406861,OK,308.3190000000001,-1.1121999999999996,2,7,130.3,6
O=C(N[C@@H]1CCS(=O)(=O)C1)C(=O)N[C@@H]1CCS(=O)(=O)C1,ZINC000002482082,Filter41_12_dicarbonyl > 0,324.38000000000005,-2.4069999999999974,2,6,126.47999999999999,2
CC(=O)N[C@]1(C(F)(F)F)C(=O)Nc2c1c(=O)n(C)c(=O)n2C,ZINC000002486889,Filter82_pyridinium > 0,320.2270000000001,-1.0702000000000003,2,6,102.20000000000002,1
CC(=O)N[C@@]1(C(F)(F)F)C(=O)Nc2c1c(=O)n(C)c(=O)n2C,ZINC000002486891,Filter82_pyridinium > 0,320.2270000000001,-1.0702000000000003,2,6,102.20000000000002,1
CC(=O)N[C@@H](CC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O,ZINC000002504638,OK,304.255,-1.5999999999999979,5,5,170.1,9
Nc1nc2c([nH]c(=S)n2[C@H]2O[C@@H](CO)[C@H](O)[C@@H]2O)c(=O)[nH]1,ZINC000002522476,OK,315.31100000000004,-2.0241100000000007,6,9,162.41,2
Nc1ccn([C@@H]2C[C@@H](OP(=O)(O)O)[C@H](CO)O2)c(=O)n1,ZINC000002522525,Filter82_pyridinium > 0,307.19900000000007,-1.4168,4,8,157.13,4
NCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CO)C(=O)O,ZINC000002522686,OK,309.32200000000006,-1.7656999999999972,5,5,141.75,8
CCOC(=O)[C@@H](C(C)=O)C(=O)Nc1cn(C)c(=O)n(C)c1=O,ZINC000002532437,Filter82_pyridinium > 0,311.29400000000004,-1.209199999999999,1,8,116.47,5
C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)O,ZINC000002539571,OK,302.331,-2.067699999999996,5,5,150.61999999999998,7
CCNC(=O)[C@@H]1O[C@H](n2cnc3c2ncnc3N)[C@@H](O)[C@H]1O,ZINC000002539806,OK,308.298,-1.8361999999999987,4,9,148.40999999999997,3
NC(=O)C[C@H](NC(=O)CN1C(=O)c2ccccc2C1=O)C(=O)O,ZINC000002556646,OK,319.2730000000001,-1.2725999999999988,3,5,146.86999999999998,6
O=C1C=CC(=O)N1CCOCCOCCN1C(=O)C=CC1=O,ZINC000002572930,Filter44_michael_acceptor2 > 0,308.29,-1.130399999999999,0,6,93.22,9
O=c1ccn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]2O)c(=O)[nH]1,ZINC000002606131,Filter82_pyridinium > 0,324.182,-2.7349,5,8,171.31,4
Cn1nnnc1SCC(=O)c1c(N)n(C)c(=O)n(C)c1=O,ZINC000002646773,Filter82_pyridinium > 0,311.327,-1.8352999999999988,1,11,130.69,4
Cn1c(N)c(C(=O)CSc2n[nH]c(N)n2)c(=O)n(C)c1=O,ZINC000002662364,Filter82_pyridinium > 0,311.32700000000006,-1.6584999999999999,3,10,154.67999999999998,4
CN(C)S(=O)(=O)N1CCN(C(=O)N2CCOCC2)CC1,ZINC000002709741,OK,306.3880000000001,-1.1373999999999969,0,4,73.4,2
CCOCCCNC(=O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,ZINC000002821706,Filter82_pyridinium > 0,323.35300000000007,-1.0234999999999985,1,8,100.15,7
COC1(OC)c2no[n+]([O-])c2C(OC)(OC)c2no[n+]([O-])c21,ZINC000002865127,OK,316.22600000000006,-1.769399999999997,0,10,142.86,4
Cn1c2nc(SCC(=O)O)n(CC(N)=O)c2c(=O)[nH]c1=O,ZINC000002922855,Filter82_pyridinium > 0,313.295,-1.914699999999999,3,8,153.07,5
Cc1[nH]c(=O)[nH]c(=O)c1S(=O)(=O)N1CCC[C@@H](C(=O)O)C1,ZINC000002928133,OK,317.32300000000004,-1.1430799999999988,3,5,140.39999999999998,3
Cc1[nH]c(=O)[nH]c(=O)c1S(=O)(=O)N1CCC[C@H](C(=O)O)C1,ZINC000002928134,OK,317.32300000000004,-1.1430799999999988,3,5,140.39999999999998,3
CN(CC(=O)O)S(=O)(=O)c1ccc2[nH]c(=O)c(=O)[nH]c2c1,ZINC000002928577,OK,313.29100000000005,-1.0784999999999998,3,5,140.39999999999998,4
CC(=O)NCCNC(=O)Cn1c(=O)[nH]c2ccccc2c1=O,ZINC000002951978,Filter82_pyridinium > 0,304.3060000000001,-1.0578999999999987,3,5,113.06,5
Cc1cc(NNS(C)(=O)=O)nc(NNS(C)(=O)=O)n1,ZINC000003121506,Filter20_hydrazine > 0,310.3610000000001,-1.4627799999999993,4,8,142.18,6
Cn1c2nc(Br)n(CC(N)=O)c2c(=O)[nH]c1=O,ZINC000003209314,Filter82_pyridinium > 0,302.088,-1.3288999999999993,2,6,115.76999999999998,2
CSc1nc2c(nc[nH]c2=O)n1[C@@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,ZINC000003212716,OK,314.323,-1.5470000000000004,4,9,133.49,3
CSc1nc2c(nc[nH]c2=O)n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,ZINC000003212719,OK,314.323,-1.5470000000000004,4,9,133.49,3
Cn1cnnc1SCC(=O)c1c(N)n(C)c(=O)n(C)c1=O,ZINC000003245945,Filter82_pyridinium > 0,310.339,-1.2302999999999993,1,10,117.79999999999998,4
Cn1c(N)c(C(=O)COC(=O)[C@H]2CCC(=O)N2)c(=O)n(C)c1=O,ZINC000003248521,Filter82_pyridinium > 0,324.29300000000006,-2.329299999999998,2,9,142.48999999999998,4
Cn1c(N)c(C(=O)COC(=O)[C@@H]2CCC(=O)N2)c(=O)n(C)c1=O,ZINC000003248522,Filter82_pyridinium > 0,324.29300000000006,-2.329299999999998,2,9,142.48999999999998,4
Nc1ccn([C@@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)c(=O)n1,ZINC000003645374,Filter82_pyridinium > 0,307.199,-1.4168,4,8,157.13,4
C[C@H](NS(=O)(=O)c1ccc2[nH]c(=O)c(=O)[nH]c2c1)C(=O)O,ZINC000003656277,OK,313.29100000000005,-1.0321999999999991,4,5,149.18999999999997,4
C[C@@H](NS(=O)(=O)c1ccc2[nH]c(=O)c(=O)[nH]c2c1)C(=O)O,ZINC000003656278,OK,313.29100000000005,-1.0321999999999991,4,5,149.18999999999997,4
O=C(NCCN1CCOC1=O)C(=O)NCCN1CCOC1=O,ZINC000003663697,Filter41_12_dicarbonyl > 0,314.2980000000001,-1.8767999999999971,2,6,117.28,6
CCN1C(=O)N(CC)[C@@H](NNC(N)=S)[C@@H]1NNC(N)=S,ZINC000003671552,Filter20_hydrazine > 0,320.44800000000004,-1.9083999999999977,6,5,123.71000000000001,6
CCN1C(=O)N(CC)[C@H](NNC(N)=S)[C@H]1NNC(N)=S,ZINC000003671553,Filter20_hydrazine > 0,320.44800000000004,-1.9083999999999977,6,5,123.71000000000001,6
O=C(NCCO)C(C(=O)NCCO)[C@H]1CCS(=O)(=O)C1,ZINC000003681341,OK,308.35600000000005,-2.7456999999999967,4,6,132.8,7
O=S1(=O)CC[C@H](NC(=S)N[C@H]2CCS(=O)(=O)C2)C1,ZINC000003681343,OK,312.4380000000001,-1.175299999999999,2,5,92.34,2
O=S(=O)(N[C@H]1CCS(=O)(=O)C1)[C@H]1CCS(=O)(=O)C1,ZINC000003683929,OK,317.41,-1.7199999999999978,1,6,114.44999999999999,3
CN1CCN(c2nc3c(N)ncn(C[C@H](O)CO)c-3n2)CC1,ZINC000003684630,Filter82_pyridinium > 0,307.35800000000006,-1.5348999999999986,3,9,116.56,4
NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(=O)O)C(=O)O,ZINC000003776571,OK,301.29900000000004,-1.629699999999997,4,5,150.03,7
C[C@@]1(Cn2ccnn2)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,ZINC000003781867,OK,300.296,-1.523199999999998,1,7,122.45999999999998,3
C[C@]1(Cn2ccnn2)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,ZINC000003787060,OK,300.296,-1.523199999999998,1,7,122.45999999999998,3
Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)[nH]1,ZINC000003792367,OK,303.225,-1.4123000000000006,4,8,139.28,2
CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)O[C@](O)(C(=O)O)C[C@@H]1O,ZINC000003793840,OK,309.271,-3.8717999999999972,7,8,176.78,5
Cn1nc(N)c2cn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c3ncnc1c23,ZINC000003808299,OK,320.3090000000001,-1.8870999999999987,4,10,142.25,2
C[C@]1(Cn2ccnn2)[C@H](C(=O)O)N2C(=O)C[C@@H]2S1(=O)=O,ZINC000003831502,OK,300.296,-1.523199999999998,1,7,122.45999999999998,3
O=C(O)CN(CC(=O)O)CC(O)CN(CC(=O)O)CC(=O)O,ZINC000003861209,OK,322.27000000000004,-2.710299999999995,5,7,175.90999999999997,12
Nc1ccn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)n1,ZINC000003861744,Filter82_pyridinium > 0,323.19800000000004,-2.446,5,9,177.36,4
Nc1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)c(=O)n1,ZINC000003861759,Filter82_pyridinium > 0,307.199,-1.4168,4,8,157.13,4
Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(Cl)n1,ZINC000003861763,OK,301.69,-1.3266000000000004,4,9,139.54000000000002,2
Nc1ccn([C@@H]2C[C@H](O)[C@H](COP(=O)(O)O)O2)c(=O)n1,ZINC000003869816,Filter82_pyridinium > 0,307.199,-1.4168,4,8,157.13,4
O=c1ccn([C@@H]2C[C@H](O)[C@H](COP(=O)(O)O)O2)c(=O)[nH]1,ZINC000003869888,Filter82_pyridinium > 0,308.183,-1.7056999999999998,4,7,151.08,4
CC(=O)N[C@@H]1[C@H](O)C[C@](O)(C(=O)O)O[C@@H]1[C@H](O)[C@H](O)CO,ZINC000003870085,OK,309.271,-3.871799999999999,7,8,176.77999999999997,5
Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,ZINC000003875976,OK,301.69,-1.3266000000000007,4,9,139.54000000000002,2
CC(C)CCn1c(NN)nc2c1c(=O)n(CC(N)=O)c(=O)n2C,ZINC000003876928,Filter20_hydrazine > 0,323.3570000000001,-1.2862999999999978,3,9,142.96,6
COc1cc(C=O)ccc1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,ZINC000003881802,Filter38_aldehyde > 0,314.28999999999996,-1.3136000000000005,4,8,125.68000000000002,5
OCCN1CCOCCOCCN(CCO)CCOCC1,ZINC000003895792,Filter87_crowns > 0,306.4030000000001,-1.3615999999999953,2,7,74.63000000000001,4
COCCn1c(N2CCN(C)CC2)nc2c1c(=O)[nH]c(=O)n2C,ZINC000003903343,Filter82_pyridinium > 0,322.369,-1.1784999999999972,1,8,88.39000000000001,4
Nc1ccn([C@H]2O[C@@H](COP(=O)(O)O)[C@H](O)[C@H]2O)c(=O)n1,ZINC000003954230,Filter82_pyridinium > 0,323.19800000000004,-2.446,5,9,177.36,4
CCNC(=O)[C@H]1O[C@@H](n2cnc3c2ncnc3N)[C@H](O)[C@@H]1O,ZINC000003995401,OK,308.298,-1.8361999999999987,4,9,148.40999999999997,3
Nc1ccccc1C(=O)OC[C@H](O)[C@H](O)[C@H](O)[C@H](O)CO,ZINC000004000004,OK,301.2950000000001,-2.1385000000000005,6,8,153.47,7
O=S(=O)(N[C@@H]1CCS(=O)(=O)C1)[C@H]1CCS(=O)(=O)C1,ZINC000004006583,OK,317.41,-1.7199999999999978,1,6,114.44999999999999,3
OCCNc1nc(N2CCOCC2)nc(N2CCOCC2)n1,ZINC000004006659,OK,310.35800000000006,-1.0509999999999975,2,9,95.87,5
CC(=O)OCCNC(=O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,ZINC000004013103,Filter82_pyridinium > 0,323.3090000000001,-1.8869999999999971,1,9,117.22,5
O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)cc1Br,ZINC000004025773,Filter82_pyridinium > 0,323.099,-2.0893999999999995,4,7,124.78000000000002,2
CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]1SC[C@H](O)CN,ZINC000004027790,OK,310.372,-3.0170999999999975,6,8,145.27,6
CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]1SC[C@@H](O)CN,ZINC000004027791,OK,310.372,-3.0170999999999975,6,8,145.27,6
O=C(NCCO)C(C(=O)NCCO)[C@@H]1CCS(=O)(=O)C1,ZINC000004064192,OK,308.35600000000005,-2.7456999999999967,4,6,132.8,7
O=C(OC[C@H](O)[C@H](O)[C@H](O)[C@H](O)CO)c1ccccc1O,ZINC000004064300,OK,302.279,-2.0150999999999986,6,8,147.68,7
O=C(OC[C@H](O)[C@H](O)[C@H](O)[C@H](O)CO)c1ccccc1Cl,ZINC000004064369,OK,320.725,-1.0672999999999992,5,7,127.45000000000002,7
